CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;0;410;2.064;31.445;35.442;1.972;4;0;71.337;0;0;66;342;1.645;1.842;75;1;0;3.971;0;0;476;2.406;33.090;37.284;2.047;5;0;75.308
;09:10,01 a 15,00;0;0;2.353;5.562;11.080;24.679;2.475;4;0;46.153;0;0;71;1.332;4.632;1.875;143;3;0;8.056;0;0;2.424;6.894;15.712;26.554;2.618;7;0;54.209
;10:15,01 a 20,00;0;0;66;586;5.642;6.141;1.845;1;0;14.281;0;0;2;41;389;669;55;0;0;1.156;0;0;68;627;6.031;6.810;1.900;1;0;15.437
;11:Mais de 20,00;0;0;5;13;1.984;8.192;2.439;4;0;12.637;0;0;0;1;46;435;171;0;0;653;0;0;5;14;2.030;8.627;2.610;4;0;13.290
;{ñ class};0;0;250;204;115;53;20;1;0;643;0;0;28;24;26;11;11;0;0;100;0;0;278;228;141;64;31;1;0;743
CBO 2002 Gr Grupo = Total
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total
110020:Porto Velho - RO;Total;44;659;20.918;20.989;30.548;22.412;15.375;1.086;0;112.031;26;416;9.657;10.812;19.841;17.822;12.725;777;0;72.076;70;1.075;30.575;31.801;50.389;40.234;28.100;1.863;0;184.107
;00:Até 0,50;38;210;28;21;49;49;63;11;0;469;25;195;15;19;22;45;66;6;0;393;63;405;43;40;71;94;129;17;0;862
;01:0,51 a 1,00;4;149;384;286;570;546;414;75;0;2.428;1;98;374;377;813;835;542;33;0;3.073;5;247;758;663;1.383;1.381;956;108;0;5.501
;02:1,01 a 1,50;0;270;5.626;3.365;4.139;2.582;1.613;205;0;17.800;0;105;4.930;3.686;5.426;3.789;2.517;187;0;20.640;0;375;10.556;7.051;9.565;6.371;4.130;392;0;38.440
;03:1,51 a 2,00;1;26;5.129;4.812;6.703;3.590;1.863;120;0;22.244;0;11;2.115;2.439;3.911;2.696;1.805;137;0;13.114;1;37;7.244;7.251;10.614;6.286;3.668;257;0;35.358
;04:2,01 a 3,00;1;3;6.370;5.889;6.921;4.068;2.469;142;0;25.863;0;3;1.293;1.793;3.183;2.405;1.628;80;0;10.385;1;6;7.663;7.682;10.104;6.473;4.097;222;0;36.248
;05:3,01 a 4,00;0;1;2.112;3.339;4.821;2.830;1.467;70;0;14.640;0;0;529;1.206;3.526;3.863;1.820;65;0;11.009;0;1;2.641;4.545;8.347;6.693;3.287;135;0;25.649
;06:4,01 a 5,00;0;0;558;1.116;2.290;1.954;954;53;0;6.925;0;0;182;463;929;1.204;886;61;0;3.725;0;0;740;1.579;3.219;3.158;1.840;114;0;10.650
;07:5,01 a 7,00;0;0;431;967;1.708;2.264;1.914;142;0;7.426;0;0;118;345;699;892;1.555;126;0;3.735;0;0;549;1.312;2.407;3.156;3.469;268;0;11.161
;08:7,01 a 10,00;0;0;152;546;1.179;1.648;1.562;88;0;5.175;0;1;56;269;592;926;769;29;0;2.642;0;1;208;815;1.771;2.574;2.331;117;0;7.817
;09:10,01 a 15,00;0;0;72;380;1.083;1.297;1.354;75;0;4.261;0;0;19;121;395;585;586;26;0;1.732;0;0;91;501;1.478;1.882;1.940;101;0;5.993
;10:15,01 a 20,00;0;0;12;162;528;555;517;30;0;1.804;0;0;5;49;152;177;186;4;0;573;0;0;17;211;680;732;703;34;0;2.377
;11:Mais de 20,00;0;0;7;46;381;809;972;38;0;2.253;0;0;3;25;144;330;300;10;0;812;0;0;10;71;525;1.139;1.272;48;0;3.065
;{ñ class};0;0;37;60;176;220;213;37;0;743;0;3;18;20;49;75;65;13;0;243;0;3;55;80;225;295;278;50;0;986
120040:Rio Branco - AC;Total;6;223;8.274;9.777;15.925;10.499;7.206;652;0;52.562;6;157;4.766;6.563;13.071;11.419;7.707;526;1;44.216;12;380;13.040;16.340;28.996;21.918;14.913;1.178;1;96.778
;00:Até 0,50;5;61;25;2;13;1;2;0;0;109;4;63;25;1;7;2;1;0;0;103;9;124;50;3;20;3;3;0;0;212
;01:0,51 a 1,00;0;98;462;295;411;218;146;8;0;1.638;2;66;279;237;441;210;66;2;0;1.303;2;164;741;532;852;428;212;10;0;2.941
;02:1,01 a 1,50;1;61;4.548;3.385;4.226;1.862;1.004;83;0;15.170;0;22;2.652;2.382;3.793;1.847;910;70;1;11.677;1;83;7.200;5.767;8.019;3.709;1.914;153;1;26.847
;03:1,51 a 2,00;0;2;1.636;2.219;3.254;1.437;828;95;0;9.471;0;3;893;1.134;1.909;1.222;969;112;0;6.242;0;5;2.529;3.353;5.163;2.659;1.797;207;0;15.713
;04:2,01 a 3,00;0;0;1.101;1.967;2.847;1.765;1.205;149;0;9.034;0;0;466;940;1.874;2.142;1.966;163;0;7.551;0;0;1.567;2.907;4.721;3.907;3.171;312;0;16.585
;05:3,01 a 4,00;0;0;253;839;1.953;1.353;819;45;0;5.262;0;0;196;668;1.576;1.777;1.020;63;0;5.300;0;0;449;1.507;3.529;3.130;1.839;108;0;10.562
;06:4,01 a 5,00;0;0;117;398;1.050;1.223;710;56;0;3.554;0;0;146;566;1.414;1.539;969;38;0;4.672;0;0;263;964;2.464;2.762;1.679;94;0;8.226
;07:5,01 a 7,00;0;0;67;285;778;1.032;856;80;0;3.098;0;0;64;365;1.077;1.409;823;40;0;3.778;0;0;131;650;1.855;2.441;1.679;120;0;6.876
;08:7,01 a 10,00;0;0;32;143;458;593;557;56;0;1.839;0;1;19;131;442;578;422;18;0;1.611;0;1;51;274;900;1.171;979;74;0;3.450
;09:10,01 a 15,00;0;0;10;108;332;384;469;30;0;1.333;0;0;20;77;220;391;277;10;0;995;0;0;30;185;552;775;746;40;0;2.328
;10:15,01 a 20,00;0;0;2;74;226;196;175;11;0;684;0;0;2;40;125;115;125;2;0;409;0;0;4;114;351;311;300;13;0;1.093
;11:Mais de 20,00;0;0;3;38;286;336;328;31;0;1.022;0;0;0;15;151;138;128;8;0;440;0;0;3;53;437;474;456;39;0;1.462
;{ñ class};0;1;18;24;91;99;107;8;0;348;0;2;4;7;42;49;31;0;0;135;0;3;22;31;133;148;138;8;0;483
130260:Manaus - AM;Total;28;1.795;46.386;55.524;91.963;55.986;32.720;2.568;1;286.971;16;1.435;29.207;35.193;64.566;45.039;28.320;1.682;0;205.458;44;3.230;75.593;90.717;156.529;101.025;61.040;4.250;1;492.429
;00:Até 0,50;12;658;447;25;45;29;10;1;0;1.227;6;556;353;20;44;21;14;3;0;1.017;18;1.214;800;45;89;50;24;4;0;2.244
;01:0,51 a 1,00;12;634;1.806;886;1.185;644;385;48;0;5.600;5;505;1.623;935;1.585;1.090;664;26;0;6.433;17;1.139;3.429;1.821;2.770;1.734;1.049;74;0;12.033
;02:1,01 a 1,50;4;471;21.566;15.949;19.275;8.335;4.102;406;0;70.108;5;346;16.805;13.901;20.709;10.563;5.442;288;0;68.059;9;817;38.371;29.850;39.984;18.898;9.544;694;0;138.167
;03:1,51 a 2,00;0;19;11.606;14.235;18.270;8.337;3.893;223;0;56.583;0;19;5.543;7.134;9.859;4.474;1.791;91;0;28.911;0;38;17.149;21.369;28.129;12.811;5.684;314;0;85.494
;04:2,01 a 3,00;0;8;7.145;12.771;22.900;14.108;8.000;560;0;65.492;0;5;2.879;6.635;16.357;15.495;10.778;714;0;52.863;0;13;10.024;19.406;39.257;29.603;18.778;1.274;0;118.355
;05:3,01 a 4,00;0;2;1.895;4.916;10.724;6.540;3.668;252;1;27.998;0;1;892;2.452;4.827;3.456;2.186;123;0;13.937;0;3;2.787;7.368;15.551;9.996;5.854;375;1;41.935
;06:4,01 a 5,00;0;0;775;2.321;5.726;4.331;2.200;159;0;15.512;0;0;397;1.249;2.573;1.928;1.220;71;0;7.438;0;0;1.172;3.570;8.299;6.259;3.420;230;0;22.950
;07:5,01 a 7,00;0;0;687;1.979;4.689;4.244;2.786;200;0;14.585;0;0;451;1.382;2.833;2.365;1.764;100;0;8.895;0;0;1.138;3.361;7.522;6.609;4.550;300;0;23.480
;08:7,01 a 10,00;0;0;242;1.207;4.098;3.601;2.840;248;0;12.236;0;0;132;828;3.024;2.772;2.101;130;0;8.987;0;0;374;2.035;7.122;6.373;4.941;378;0;21.223
;09:10,01 a 15,00;0;0;85;756;2.426;2.692;1.958;207;0;8.124;0;0;65;407;1.481;1.432;1.178;72;0;4.635;0;0;150;1.163;3.907;4.124;3.136;279;0;12.759
;10:15,01 a 20,00;0;0;14;172;1.049;1.078;809;73;0;3.195;0;0;13;75;459;469;394;19;0;1.429;0;0;27;247;1.508;1.547;1.203;92;0;4.624
;11:Mais de 20,00;0;0;11;115;990;1.402;1.542;140;0;4.200;0;0;6;78;425;601;567;32;0;1.709;0;0;17;193;1.415;2.003;2.109;172;0;5.909
;{ñ class};0;3;107;192;586;645;527;51;0;2.111;0;3;48;97;390;373;221;13;0;1.145;0;6;155;289;976;1.018;748;64;0;3.256
140010:Boa Vista - RR;Total;5;156;5.744;6.718;11.278;7.518;4.787;443;0;36.649;2;122;4.323;5.570;10.493;7.951;4.633;291;0;33.385;7;278;10.067;12.288;21.771;15.469;9.420;734;0;70.034
;00:Até 0,50;1;22;20;5;7;3;0;0;0;58;0;25;4;2;6;3;1;0;0;41;1;47;24;7;13;6;1;0;0;99
;01:0,51 a 1,00;4;76;423;341;379;200;112;13;0;1.548;2;63;340;384;627;341;129;2;0;1.888;6;139;763;725;1.006;541;241;15;0;3.436
;02:1,01 a 1,50;0;54;3.296;2.859;3.442;1.410;759;83;0;11.903;0;32;2.783;2.472;3.691;2.060;853;46;0;11.937;0;86;6.079;5.331;7.133;3.470;1.612;129;0;23.840
;03:1,51 a 2,00;0;3;880;1.256;1.809;763;429;29;0;5.169;0;2;546;546;805;372;151;19;0;2.441;0;5;1.426;1.802;2.614;1.135;580;48;0;7.610
;04:2,01 a 3,00;0;1;762;1.013;1.893;980;534;35;0;5.218;0;0;338;766;1.374;748;326;12;0;3.564;0;1;1.100;1.779;3.267;1.728;860;47;0;8.782
;05:3,01 a 4,00;0;0;172;338;757;534;334;26;0;2.161;0;0;127;381;687;529;317;36;0;2.077;0;0;299;719;1.444;1.063;651;62;0;4.238
;06:4,01 a 5,00;0;0;76;271;806;546;296;41;0;2.036;0;0;81;398;1.049;747;360;29;0;2.664;0;0;157;669;1.855;1.293;656;70;0;4.700
;07:5,01 a 7,00;0;0;65;360;1.048;1.469;1.146;122;0;4.210;0;0;76;391;1.360;1.915;1.554;108;0;5.404;0;0;141;751;2.408;3.384;2.700;230;0;9.614
;08:7,01 a 10,00;0;0;25;107;472;638;494;35;0;1.771;0;0;13;108;440;712;493;24;0;1.790;0;0;38;215;912;1.350;987;59;0;3.561
;09:10,01 a 15,00;0;0;12;94;260;447;308;24;0;1.145;0;0;8;66;237;233;258;7;0;809;0;0;20;160;497;680;566;31;0;1.954
;10:15,01 a 20,00;0;0;1;37;142;188;89;13;0;470;0;0;1;27;81;90;54;1;0;254;0;0;2;64;223;278;143;14;0;724
;11:Mais de 20,00;0;0;1;15;210;294;242;12;0;774;0;0;2;9;100;171;90;2;0;374;0;0;3;24;310;465;332;14;0;1.148
;{ñ class};0;0;11;22;53;46;44;10;0;186;0;0;4;20;36;30;47;5;0;142;0;0;15;42;89;76;91;15;0;328
150140:Belém - PA;Total;9;670;28.371;40.398;73.933;52.055;33.922;2.751;0;232.109;12;527;16.825;25.190;47.610;37.674;29.640;1.579;2;159.059;21;1.197;45.196;65.588;121.543;89.729;63.562;4.330;2;391.168
;00:Até 0,50;3;394;431;84;173;99;57;3;0;1.244;10;329;426;69;135;73;28;1;0;1.071;13;723;857;153;308;172;85;4;0;2.315
;01:0,51 a 1,00;4;213;3.149;2.671;2.709;1.077;480;28;0;10.331;1;161;2.550;2.425;3.054;1.500;523;12;1;10.227;5;374;5.699;5.096;5.763;2.577;1.003;40;1;20.558
;02:1,01 a 1,50;1;54;15.793;16.608;22.249;10.765;5.258;508;0;71.236;0;29;9.630;11.417;16.774;9.675;7.017;376;1;54.919;1;83;25.423;28.025;39.023;20.440;12.275;884;1;126.155
;03:1,51 a 2,00;0;6;4.264;7.976;13.984;8.192;5.057;413;0;39.892;0;3;2.078;3.669;6.379;4.087;2.579;151;0;18.946;0;9;6.342;11.645;20.363;12.279;7.636;564;0;58.838
;04:2,01 a 3,00;1;3;3.249;7.015;13.548;8.261;4.730;316;0;37.123;1;2;1.180;3.087;7.184;5.235;3.269;226;0;20.184;2;5;4.429;10.102;20.732;13.496;7.999;542;0;57.307
;05:3,01 a 4,00;0;0;756;1.920;8.095;7.780;2.771;223;0;21.545;0;0;387;1.208;3.567;4.135;3.308;165;0;12.770;0;0;1.143;3.128;11.662;11.915;6.079;388;0;34.315
;06:4,01 a 5,00;0;0;219;1.241;3.112;3.356;2.182;158;0;10.268;0;1;261;1.117;2.838;2.864;2.505;102;0;9.688;0;1;480;2.358;5.950;6.220;4.687;260;0;19.956
;07:5,01 a 7,00;0;0;251;1.467;4.353;4.430;3.891;279;0;14.671;0;0;188;1.294;3.955;4.252;3.885;189;0;13.763;0;0;439;2.761;8.308;8.682;7.776;468;0;28.434
;08:7,01 a 10,00;0;0;79;557;2.387;3.314;3.820;360;0;10.517;0;0;60;425;1.735;2.811;2.889;133;0;8.053;0;0;139;982;4.122;6.125;6.709;493;0;18.570
;09:10,01 a 15,00;0;0;58;464;1.333;1.858;2.322;187;0;6.222;0;1;30;254;869;1.298;1.699;71;0;4.222;0;1;88;718;2.202;3.156;4.021;258;0;10.444
;10:15,01 a 20,00;0;0;3;86;690;795;883;71;0;2.528;0;0;2;63;400;555;596;29;0;1.645;0;0;5;149;1.090;1.350;1.479;100;0;4.173
;11:Mais de 20,00;0;0;6;109;753;1.408;1.782;163;0;4.221;0;0;0;103;463;881;1.114;107;0;2.668;0;0;6;212;1.216;2.289;2.896;270;0;6.889
;{ñ class};0;0;113;200;547;720;689;42;0;2.311;0;1;33;59;257;308;228;17;0;903;0;1;146;259;804;1.028;917;59;0;3.214
160030:Macapá - AP;Total;3;177;6.810;8.455;15.239;10.176;6.030;555;1;47.446;1;155;4.549;6.347;13.237;9.820;6.034;464;0;40.607;4;332;11.359;14.802;28.476;19.996;12.064;1.019;1;88.053
;00:Até 0,50;3;100;155;3;7;9;0;0;0;277;0;100;159;5;0;5;2;0;0;271;3;200;314;8;7;14;2;0;0;548
;01:0,51 a 1,00;0;44;831;491;508;213;123;11;0;2.221;0;36;615;405;480;216;94;4;0;1.850;0;80;1.446;896;988;429;217;15;0;4.071
;02:1,01 a 1,50;0;31;3.675;3.201;3.486;1.358;640;35;0;12.426;1;16;2.365;2.326;3.101;1.484;617;27;0;9.937;1;47;6.040;5.527;6.587;2.842;1.257;62;0;22.363
;03:1,51 a 2,00;0;2;957;1.592;2.638;1.273;612;54;1;7.129;0;2;638;986;1.844;1.114;666;38;0;5.288;0;4;1.595;2.578;4.482;2.387;1.278;92;1;12.417
;04:2,01 a 3,00;0;0;583;1.251;2.414;1.340;665;62;0;6.315;0;1;345;700;1.345;623;315;29;0;3.358;0;1;928;1.951;3.759;1.963;980;91;0;9.673
;05:3,01 a 4,00;0;0;166;425;1.038;775;406;57;0;2.867;0;0;130;405;892;580;366;48;0;2.421;0;0;296;830;1.930;1.355;772;105;0;5.288
;06:4,01 a 5,00;0;0;168;516;1.319;706;269;40;0;3.018;0;0;132;666;1.473;708;423;53;0;3.455;0;0;300;1.182;2.792;1.414;692;93;0;6.473
;07:5,01 a 7,00;0;0;168;578;1.973;1.818;1.337;163;0;6.037;0;0;92;565;2.037;2.130;1.688;157;0;6.669;0;0;260;1.143;4.010;3.948;3.025;320;0;12.706
;08:7,01 a 10,00;0;0;74;208;974;1.261;849;60;0;3.426;0;0;54;177;1.532;2.037;1.017;73;0;4.890;0;0;128;385;2.506;3.298;1.866;133;0;8.316
;09:10,01 a 15,00;0;0;18;87;396;685;506;28;0;1.720;0;0;7;57;317;526;495;22;0;1.424;0;0;25;144;713;1.211;1.001;50;0;3.144
;10:15,01 a 20,00;0;0;4;44;194;232;243;14;0;731;0;0;4;19;94;145;160;6;0;428;0;0;8;63;288;377;403;20;0;1.159
;11:Mais de 20,00;0;0;3;39;245;450;346;30;0;1.113;0;0;2;24;98;230;174;6;0;534;0;0;5;63;343;680;520;36;0;1.647
;{ñ class};0;0;8;20;47;56;34;1;0;166;0;0;6;12;24;22;17;1;0;82;0;0;14;32;71;78;51;2;0;248
172100:Palmas - TO;Total;4;366;8.699;10.408;18.343;11.596;7.235;683;0;57.334;2;226;5.917;8.152;18.027;14.709;8.313;233;2;55.581;6;592;14.616;18.560;36.370;26.305;15.548;916;2;112.915
;00:Até 0,50;0;23;17;10;23;14;3;0;0;90;0;23;12;14;43;23;6;0;0;121;0;46;29;24;66;37;9;0;0;211
;01:0,51 a 1,00;1;119;820;547;789;450;369;60;0;3.155;0;97;568;539;1.085;883;430;16;0;3.618;1;216;1.388;1.086;1.874;1.333;799;76;0;6.773
;02:1,01 a 1,50;3;215;4.692;3.135;3.607;1.766;1.239;177;0;14.834;2;87;3.386;2.640;4.275;2.616;1.541;49;2;14.598;5;302;8.078;5.775;7.882;4.382;2.780;226;2;29.432
;03:1,51 a 2,00;0;5;1.534;2.088;3.154;1.587;1.033;76;0;9.477;0;14;873;1.035;1.953;1.476;1.106;37;0;6.494;0;19;2.407;3.123;5.107;3.063;2.139;113;0;15.971
;04:2,01 a 3,00;0;2;820;1.618;2.953;1.433;861;81;0;7.768;0;4;555;1.343;2.744;1.632;888;26;0;7.192;0;6;1.375;2.961;5.697;3.065;1.749;107;0;14.960
;05:3,01 a 4,00;0;1;326;858;1.642;937;598;53;0;4.415;0;1;234;977;2.297;1.630;704;28;0;5.871;0;2;560;1.835;3.939;2.567;1.302;81;0;10.286
;06:4,01 a 5,00;0;0;277;1.013;1.563;680;468;34;0;4.035;0;0;149;697;1.503;1.871;1.348;32;0;5.600;0;0;426;1.710;3.066;2.551;1.816;66;0;9.635
;07:5,01 a 7,00;0;0;119;556;2.281;1.672;726;34;0;5.388;0;0;88;518;2.444;2.691;1.417;18;0;7.176;0;0;207;1.074;4.725;4.363;2.143;52;0;12.564
;08:7,01 a 10,00;0;0;47;298;1.130;1.585;738;65;0;3.863;0;0;26;249;1.011;896;375;7;0;2.564;0;0;73;547;2.141;2.481;1.113;72;0;6.427
;09:10,01 a 15,00;0;0;26;175;588;519;393;30;0;1.731;0;0;11;64;344;511;243;7;0;1.180;0;0;37;239;932;1.030;636;37;0;2.911
;10:15,01 a 20,00;0;0;2;48;259;346;207;15;0;877;0;0;3;30;170;197;86;3;0;489;0;0;5;78;429;543;293;18;0;1.366
;11:Mais de 20,00;0;0;0;31;293;558;531;42;0;1.455;0;0;1;32;139;266;154;9;0;601;0;0;1;63;432;824;685;51;0;2.056
;{ñ class};0;1;19;31;61;49;69;16;0;246;0;0;11;14;19;17;15;1;0;77;0;1;30;45;80;66;84;17;0;323
211130:São Luiz - MA;Total;5;275;28.705;34.340;56.736;40.908;28.586;2.508;0;192.063;5;261;14.238;19.438;36.391;32.081;27.844;1.977;1;132.236;10;536;42.943;53.778;93.127;72.989;56.430;4.485;1;324.299
;00:Até 0,50;2;44;65;46;111;81;68;4;0;421;3;51;60;19;43;28;14;0;0;218;5;95;125;65;154;109;82;4;0;639
;01:0,51 a 1,00;1;127;2.307;1.712;2.261;1.287;778;121;0;8.594;1;166;1.133;998;1.908;1.500;951;116;0;6.773;2;293;3.440;2.710;4.169;2.787;1.729;237;0;15.367
;02:1,01 a 1,50;0;99;17.845;16.503;22.660;12.828;6.728;451;0;77.114;0;39;9.688;10.224;16.597;10.754;6.056;322;0;53.680;0;138;27.533;26.727;39.257;23.582;12.784;773;0;130.794
;03:1,51 a 2,00;1;2;3.884;5.154;8.314;5.049;3.401;273;0;26.078;1;2;1.445;2.160;3.593;3.498;3.504;327;1;14.531;2;4;5.329;7.314;11.907;8.547;6.905;600;1;40.609
;04:2,01 a 3,00;0;1;2.740;4.606;8.002;5.972;4.463;516;0;26.300;0;0;1.013;2.214;4.025;3.422;3.529;312;0;14.515;0;1;3.753;6.820;12.027;9.394;7.992;828;0;40.815
;05:3,01 a 4,00;1;0;850;1.958;4.770;3.551;2.339;193;0;13.662;0;1;360;1.370;4.485;5.692;5.144;303;0;17.355;1;1;1.210;3.328;9.255;9.243;7.483;496;0;31.017
;06:4,01 a 5,00;0;0;465;1.665;3.777;3.037;1.510;81;0;10.535;0;0;238;958;1.889;2.190;1.901;125;0;7.301;0;0;703;2.623;5.666;5.227;3.411;206;0;17.836
;07:5,01 a 7,00;0;0;285;1.186;2.508;3.362;2.999;253;0;10.593;0;0;153;738;1.478;1.888;2.764;234;0;7.255;0;0;438;1.924;3.986;5.250;5.763;487;0;17.848
;08:7,01 a 10,00;0;0;125;724;1.679;2.219;2.656;281;0;7.684;0;0;68;382;1.019;1.483;2.140;116;0;5.208;0;0;193;1.106;2.698;3.702;4.796;397;0;12.892
;09:10,01 a 15,00;0;0;65;432;1.191;1.308;1.301;98;0;4.395;0;0;38;202;621;748;945;58;0;2.612;0;0;103;634;1.812;2.056;2.246;156;0;7.007
;10:15,01 a 20,00;0;0;6;122;536;691;780;79;0;2.214;0;0;9;82;244;277;386;30;0;1.028;0;0;15;204;780;968;1.166;109;0;3.242
;11:Mais de 20,00;0;0;23;106;576;994;1.045;115;0;2.859;0;0;16;55;368;456;377;29;0;1.301;0;0;39;161;944;1.450;1.422;144;0;4.160
;{ñ class};0;2;45;126;351;529;518;43;0;1.614;0;2;17;36;121;145;133;5;0;459;0;4;62;162;472;674;651;48;0;2.073
221100:Terezina - PI;Total;28;575;20.731;25.154;42.366;30.688;24.300;2.140;3;145.985;30;460;10.881;15.059;27.967;25.857;19.601;1.187;8;101.050;58;1.035;31.612;40.213;70.333;56.545;43.901;3.327;11;247.035
;00:Até 0,50;4;126;109;53;122;139;99;3;1;656;5;109;113;53;85;63;51;2;0;481;9;235;222;106;207;202;150;5;1;1.137
;01:0,51 a 1,00;23;323;2.065;1.708;2.325;1.365;769;44;0;8.622;24;288;696;781;1.401;1.137;618;25;3;4.973;47;611;2.761;2.489;3.726;2.502;1.387;69;3;13.595
;02:1,01 a 1,50;1;122;14.595;14.409;19.963;10.509;6.045;472;0;66.116;1;57;8.092;8.657;13.107;8.292;4.528;287;1;43.022;2;179;22.687;23.066;33.070;18.801;10.573;759;1;109.138
;03:1,51 a 2,00;0;4;2.007;3.679;6.755;4.674;3.206;292;0;20.617;0;3;965;1.877;3.370;3.032;2.200;161;2;11.610;0;7;2.972;5.556;10.125;7.706;5.406;453;2;32.227
;04:2,01 a 3,00;0;0;1.069;2.646;5.843;4.455;3.228;314;2;17.557;0;2;634;1.729;3.370;3.720;3.669;295;1;13.420;0;2;1.703;4.375;9.213;8.175;6.897;609;3;30.977
;05:3,01 a 4,00;0;0;258;935;2.711;3.327;2.140;140;0;9.511;0;1;159;854;3.389;5.056;3.653;153;1;13.266;0;1;417;1.789;6.100;8.383;5.793;293;1;22.777
;06:4,01 a 5,00;0;0;97;384;948;1.073;961;71;0;3.534;0;0;48;317;801;1.298;1.141;42;0;3.647;0;0;145;701;1.749;2.371;2.102;113;0;7.181
;07:5,01 a 7,00;0;0;91;461;1.284;1.785;2.088;167;0;5.876;0;0;70;390;957;1.247;1.280;69;0;4.013;0;0;161;851;2.241;3.032;3.368;236;0;9.889
;08:7,01 a 10,00;0;0;28;285;858;1.280;2.304;233;0;4.988;0;0;18;208;662;829;1.036;40;0;2.793;0;0;46;493;1.520;2.109;3.340;273;0;7.781
;09:10,01 a 15,00;0;0;23;160;664;948;1.741;187;0;3.723;0;0;7;81;397;631;802;53;0;1.971;0;0;30;241;1.061;1.579;2.543;240;0;5.694
;10:15,01 a 20,00;0;0;5;53;281;339;632;53;0;1.363;0;0;1;26;159;211;264;21;0;682;0;0;6;79;440;550;896;74;0;2.045
;11:Mais de 20,00;0;0;1;39;331;568;784;124;0;1.847;0;0;2;18;186;260;300;35;0;801;0;0;3;57;517;828;1.084;159;0;2.648
;{ñ class};0;0;383;342;281;226;303;40;0;1.575;0;0;76;68;83;81;59;4;0;371;0;0;459;410;364;307;362;44;0;1.946
230440:Fortaleza - CE;Total;16;1.441;68.965;74.637;121.472;87.669;56.085;5.335;0;415.620;6;1.137;49.079;51.525;80.655;65.305;55.305;6.891;2;309.905;22;2.578;118.044;126.162;202.127;152.974;111.390;12.226;2;725.525
;00:Até 0,50;4;210;721;201;344;219;104;4;0;1.807;3;178;705;227;397;293;132;7;0;1.942;7;388;1.426;428;741;512;236;11;0;3.749
;01:0,51 a 1,00;7;825;9.628;5.398;6.961;3.804;1.726;105;0;28.454;2;671;7.998;3.786;5.218;3.396;1.393;98;0;22.562;9;1.496;17.626;9.184;12.179;7.200;3.119;203;0;51.016
;02:1,01 a 1,50;5;379;44.873;41.071;57.266;34.469;16.379;1.593;0;196.035;1;260;32.974;30.804;43.713;30.253;18.264;2.984;1;159.254;6;639;77.847;71.875;100.979;64.722;34.643;4.577;1;355.289
;03:1,51 a 2,00;0;13;6.744;10.665;19.655;14.798;8.385;576;0;60.836;0;6;3.629;5.403;8.208;6.139;5.028;686;0;29.099;0;19;10.373;16.068;27.863;20.937;13.413;1.262;0;89.935
;04:2,01 a 3,00;0;4;3.604;7.214;13.286;9.816;6.631;722;0;41.277;0;3;2.256;5.293;8.252;7.029;7.937;1.190;0;31.960;0;7;5.860;12.507;21.538;16.845;14.568;1.912;0;73.237
;05:3,01 a 4,00;0;0;1.941;4.557;8.337;5.592;3.288;375;0;24.090;0;2;780;2.521;4.059;3.411;4.092;511;0;15.376;0;2;2.721;7.078;12.396;9.003;7.380;886;0;39.466
;06:4,01 a 5,00;0;0;727;2.032;5.008;4.637;2.742;223;0;15.369;0;0;281;1.313;2.943;2.744;2.730;283;0;10.294;0;0;1.008;3.345;7.951;7.381;5.472;506;0;25.663
;07:5,01 a 7,00;0;0;313;1.306;3.323;4.341;4.577;411;0;14.271;0;0;193;1.029;2.996;5.062;7.244;534;1;17.059;0;0;506;2.335;6.319;9.403;11.821;945;1;31.330
;08:7,01 a 10,00;0;0;109;1.013;2.741;3.357;4.213;427;0;11.860;0;0;70;558;2.008;2.718;3.305;225;0;8.884;0;0;179;1.571;4.749;6.075;7.518;652;0;20.744
