CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;0;2;2.148;4.901;9.508;6.061;3.233;270;1;26.124;0;0;1.217;2.778;5.217;3.651;2.406;168;0;15.437;0;2;3.365;7.679;14.725;9.712;5.639;438;1;41.561
;06:4,01 a 5,00;0;0;854;2.640;6.487;4.529;1.964;157;0;16.631;0;1;499;1.265;2.641;2.405;1.389;43;0;8.243;0;1;1.353;3.905;9.128;6.934;3.353;200;0;24.874
;07:5,01 a 7,00;0;0;749;2.067;5.023;4.561;2.766;151;0;15.317;0;0;437;1.391;3.387;3.595;2.065;69;0;10.944;0;0;1.186;3.458;8.410;8.156;4.831;220;0;26.261
;08:7,01 a 10,00;0;0;325;1.293;3.727;3.581;2.369;168;0;11.463;0;0;163;948;2.457;2.518;1.662;72;0;7.820;0;0;488;2.241;6.184;6.099;4.031;240;0;19.283
;09:10,01 a 15,00;0;1;114;760;2.143;2.313;1.318;104;0;6.753;0;0;53;458;1.265;1.218;766;40;0;3.800;0;1;167;1.218;3.408;3.531;2.084;144;0;10.553
;10:15,01 a 20,00;0;0;24;282;1.189;1.100;789;64;0;3.448;0;0;12;125;476;568;347;16;0;1.544;0;0;36;407;1.665;1.668;1.136;80;0;4.992
;11:Mais de 20,00;0;0;9;205;1.136;1.785;1.426;131;0;4.692;0;0;4;104;431;772;542;29;0;1.882;0;0;13;309;1.567;2.557;1.968;160;0;6.574
;{ñ class};0;0;83;91;377;382;314;36;0;1.283;0;1;121;92;252;240;118;3;0;827;0;1;204;183;629;622;432;39;0;2.110
140010:Boa Vista - RR;Total;0;84;3.915;4.207;6.381;4.951;2.904;262;0;22.704;1;82;2.982;3.127;4.684;4.676;2.755;174;0;18.481;1;166;6.897;7.334;11.065;9.627;5.659;436;0;41.185
;00:Até 0,50;0;15;11;0;3;2;0;0;0;31;0;10;5;0;0;0;0;0;0;15;0;25;16;0;3;2;0;0;0;46
;01:0,51 a 1,00;0;27;329;214;229;130;80;7;0;1.016;0;23;245;196;326;175;55;2;0;1.022;0;50;574;410;555;305;135;9;0;2.038
;02:1,01 a 1,50;0;41;2.359;1.987;1.998;783;348;34;0;7.550;1;48;1.912;1.624;2.010;1.093;436;14;0;7.138;1;89;4.271;3.611;4.008;1.876;784;48;0;14.688
;03:1,51 a 2,00;0;1;569;715;911;370;165;15;0;2.746;0;1;361;358;362;187;73;8;0;1.350;0;2;930;1.073;1.273;557;238;23;0;4.096
;04:2,01 a 3,00;0;0;342;585;1.085;569;303;28;0;2.912;0;0;216;319;475;237;102;6;0;1.355;0;0;558;904;1.560;806;405;34;0;4.267
;05:3,01 a 4,00;0;0;142;220;486;308;176;14;0;1.346;0;0;98;195;290;208;85;5;0;881;0;0;240;415;776;516;261;19;0;2.227
;06:4,01 a 5,00;0;0;62;154;378;454;327;38;0;1.413;0;0;60;154;341;427;384;37;0;1.403;0;0;122;308;719;881;711;75;0;2.816
;07:5,01 a 7,00;0;0;50;139;466;1.041;781;91;0;2.568;0;0;59;113;407;1.324;1.045;88;0;3.036;0;0;109;252;873;2.365;1.826;179;0;5.604
;08:7,01 a 10,00;0;0;19;65;274;525;340;15;0;1.238;0;0;15;61;205;664;408;12;0;1.365;0;0;34;126;479;1.189;748;27;0;2.603
;09:10,01 a 15,00;0;0;11;48;198;269;140;5;0;671;0;0;4;65;124;169;103;1;0;466;0;0;15;113;322;438;243;6;0;1.137
;10:15,01 a 20,00;0;0;7;50;159;144;56;2;0;418;0;0;2;25;64;69;12;1;0;173;0;0;9;75;223;213;68;3;0;591
;11:Mais de 20,00;0;0;1;22;162;311;148;9;0;653;0;0;1;8;70;114;43;0;0;236;0;0;2;30;232;425;191;9;0;889
;{ñ class};0;0;13;8;32;45;40;4;0;142;0;0;4;9;10;9;9;0;0;41;0;0;17;17;42;54;49;4;0;183
150140:Belém - PA;Total;12;568;22.272;33.279;63.909;45.463;27.482;1.992;3;194.980;10;410;13.106;20.212;39.776;37.596;24.771;930;0;136.811;22;978;35.378;53.491;103.685;83.059;52.253;2.922;3;331.791
;00:Até 0,50;6;305;380;132;164;118;52;4;0;1.161;8;217;262;70;103;59;20;3;0;742;14;522;642;202;267;177;72;7;0;1.903
;01:0,51 a 1,00;4;206;2.628;1.949;2.069;929;496;51;0;8.332;2;147;1.438;1.086;1.776;1.767;1.230;56;0;7.502;6;353;4.066;3.035;3.845;2.696;1.726;107;0;15.834
;02:1,01 a 1,50;2;48;12.269;13.573;17.104;8.340;4.049;405;2;55.792;0;42;7.720;9.155;12.737;8.918;6.055;176;0;44.803;2;90;19.989;22.728;29.841;17.258;10.104;581;2;100.595
;03:1,51 a 2,00;0;5;3.095;6.689;11.869;7.116;3.894;271;1;32.940;0;1;1.767;3.332;5.522;3.674;2.145;112;0;16.553;0;6;4.862;10.021;17.391;10.790;6.039;383;1;49.493
;04:2,01 a 3,00;0;1;2.503;5.644;11.060;6.892;3.746;269;0;30.115;0;1;1.036;2.755;6.365;5.441;2.929;104;0;18.631;0;2;3.539;8.399;17.425;12.333;6.675;373;0;48.746
;05:3,01 a 4,00;0;1;624;1.664;9.296;5.796;2.151;155;0;19.687;0;0;339;1.075;3.829;4.370;2.658;81;0;12.352;0;1;963;2.739;13.125;10.166;4.809;236;0;32.039
;06:4,01 a 5,00;0;0;270;1.183;3.490;4.365;2.498;193;0;11.999;0;0;225;900;2.677;3.273;1.921;82;0;9.078;0;0;495;2.083;6.167;7.638;4.419;275;0;21.077
;07:5,01 a 7,00;0;0;222;1.118;3.557;4.209;3.564;233;0;12.903;0;0;188;985;3.455;4.140;2.849;124;0;11.741;0;0;410;2.103;7.012;8.349;6.413;357;0;24.644
;08:7,01 a 10,00;0;0;88;564;2.215;2.874;2.734;163;0;8.638;0;2;56;358;1.550;2.873;2.407;83;0;7.329;0;2;144;922;3.765;5.747;5.141;246;0;15.967
;09:10,01 a 15,00;0;0;41;319;1.188;1.921;1.695;94;0;5.258;0;0;39;226;765;1.353;1.137;38;0;3.558;0;0;80;545;1.953;3.274;2.832;132;0;8.816
;10:15,01 a 20,00;0;0;15;164;747;1.009;800;62;0;2.797;0;0;7;131;393;640;490;19;0;1.680;0;0;22;295;1.140;1.649;1.290;81;0;4.477
;11:Mais de 20,00;0;0;5;76;613;1.298;1.323;73;0;3.388;0;0;3;62;381;838;749;46;0;2.079;0;0;8;138;994;2.136;2.072;119;0;5.467
;{ñ class};0;2;132;204;537;596;480;19;0;1.970;0;0;26;77;223;250;181;6;0;763;0;2;158;281;760;846;661;25;0;2.733
160030:Macapá - AP;Total;2;150;5.587;6.986;12.652;8.310;4.453;385;1;38.526;1;116;3.912;5.303;10.734;7.732;4.179;285;0;32.262;3;266;9.499;12.289;23.386;16.042;8.632;670;1;70.788
;00:Até 0,50;2;73;41;4;4;3;2;0;0;129;1;54;43;4;8;1;0;0;0;111;3;127;84;8;12;4;2;0;0;240
;01:0,51 a 1,00;0;47;808;479;399;145;68;6;0;1.952;0;44;517;335;353;134;52;4;0;1.439;0;91;1.325;814;752;279;120;10;0;3.391
;02:1,01 a 1,50;0;23;2.875;2.459;2.553;948;409;43;0;9.310;0;13;1.996;1.887;2.428;1.465;640;20;0;8.449;0;36;4.871;4.346;4.981;2.413;1.049;63;0;17.759
;03:1,51 a 2,00;0;5;806;1.302;1.982;941;412;25;0;5.473;0;4;519;642;978;389;175;6;0;2.713;0;9;1.325;1.944;2.960;1.330;587;31;0;8.186
;04:2,01 a 3,00;0;2;455;947;1.793;979;450;47;1;4.674;0;0;270;547;858;416;211;21;0;2.323;0;2;725;1.494;2.651;1.395;661;68;1;6.997
;05:3,01 a 4,00;0;0;171;405;1.024;692;356;43;0;2.691;0;0;149;355;681;398;200;6;0;1.789;0;0;320;760;1.705;1.090;556;49;0;4.480
;06:4,01 a 5,00;0;0;113;278;570;542;340;29;0;1.872;0;0;162;463;721;492;404;62;0;2.304;0;0;275;741;1.291;1.034;744;91;0;4.176
;07:5,01 a 7,00;0;0;267;827;2.395;1.726;1.022;116;0;6.353;0;0;218;831;2.805;2.272;1.287;108;0;7.521;0;0;485;1.658;5.200;3.998;2.309;224;0;13.874
;08:7,01 a 10,00;0;0;33;151;1.006;1.087;646;39;0;2.962;0;0;26;156;1.313;1.201;618;42;0;3.356;0;0;59;307;2.319;2.288;1.264;81;0;6.318
;09:10,01 a 15,00;0;0;8;48;517;539;305;17;0;1.434;0;0;8;38;404;695;382;9;0;1.536;0;0;16;86;921;1.234;687;26;0;2.970
;10:15,01 a 20,00;0;0;3;40;148;216;195;6;0;608;0;0;3;24;70;75;97;3;0;272;0;0;6;64;218;291;292;9;0;880
;11:Mais de 20,00;0;0;0;37;219;456;212;11;0;935;0;0;0;19;95;180;106;2;0;402;0;0;0;56;314;636;318;13;0;1.337
;{ñ class};0;0;7;9;42;36;36;3;0;133;0;1;1;2;20;14;7;2;0;47;0;1;8;11;62;50;43;5;0;180
172100:Palmas - TO;Total;0;152;7.627;9.133;15.370;9.499;5.656;511;0;47.948;0;96;5.178;7.761;16.077;12.830;6.210;172;0;48.324;0;248;12.805;16.894;31.447;22.329;11.866;683;0;96.272
;00:Até 0,50;0;2;3;9;10;3;4;0;0;31;0;1;5;9;16;7;1;0;0;39;0;3;8;18;26;10;5;0;0;70
;01:0,51 a 1,00;0;34;311;151;180;72;41;6;0;795;0;20;271;202;269;147;56;3;0;968;0;54;582;353;449;219;97;9;0;1.763
;02:1,01 a 1,50;0;106;3.738;2.543;2.910;1.553;1.258;186;0;12.294;0;67;2.458;2.282;3.740;3.043;2.126;57;0;13.773;0;173;6.196;4.825;6.650;4.596;3.384;243;0;26.067
;03:1,51 a 2,00;0;6;1.368;1.689;2.167;1.011;515;48;0;6.804;0;4;876;1.233;1.930;1.075;343;14;0;5.475;0;10;2.244;2.922;4.097;2.086;858;62;0;12.279
;04:2,01 a 3,00;0;4;960;1.612;2.725;1.425;844;65;0;7.635;0;2;700;1.268;2.765;2.182;1.013;34;0;7.964;0;6;1.660;2.880;5.490;3.607;1.857;99;0;15.599
;05:3,01 a 4,00;0;0;468;902;1.332;757;452;33;0;3.944;0;1;408;924;1.614;981;434;14;0;4.376;0;1;876;1.826;2.946;1.738;886;47;0;8.320
;06:4,01 a 5,00;0;0;591;1.108;2.173;1.039;510;30;0;5.451;0;1;282;682;1.268;1.029;440;12;0;3.714;0;1;873;1.790;3.441;2.068;950;42;0;9.165
;07:5,01 a 7,00;0;0;92;543;1.829;1.443;711;54;0;4.672;0;0;118;697;2.813;2.881;1.277;19;0;7.805;0;0;210;1.240;4.642;4.324;1.988;73;0;12.477
;08:7,01 a 10,00;0;0;56;315;925;907;459;21;0;2.683;0;0;52;309;977;798;282;9;0;2.427;0;0;108;624;1.902;1.705;741;30;0;5.110
;09:10,01 a 15,00;0;0;28;140;562;453;265;17;0;1.465;0;0;6;109;423;343;115;4;0;1.000;0;0;34;249;985;796;380;21;0;2.465
;10:15,01 a 20,00;0;0;4;66;334;445;288;23;0;1.160;0;0;0;31;148;158;68;3;0;408;0;0;4;97;482;603;356;26;0;1.568
;11:Mais de 20,00;0;0;2;46;201;349;273;22;0;893;0;0;0;14;102;166;53;3;0;338;0;0;2;60;303;515;326;25;0;1.231
;{ñ class};0;0;6;9;22;42;36;6;0;121;0;0;2;1;12;20;2;0;0;37;0;0;8;10;34;62;38;6;0;158
211130:São Luiz - MA;Total;0;176;18.405;22.975;40.486;31.991;20.840;1.694;2;136.569;2;193;9.724;12.641;24.879;27.868;22.298;1.154;1;98.760;2;369;28.129;35.616;65.365;59.859;43.138;2.848;3;235.329
;00:Até 0,50;0;26;106;56;97;109;47;0;0;441;0;24;55;28;35;26;7;0;0;175;0;50;161;84;132;135;54;0;0;616
;01:0,51 a 1,00;0;66;1.007;720;901;488;239;23;0;3.444;2;87;700;495;701;441;179;9;0;2.614;2;153;1.707;1.215;1.602;929;418;32;0;6.058
;02:1,01 a 1,50;0;79;11.309;10.782;14.103;7.615;4.402;397;1;48.688;0;78;6.652;6.769;10.523;8.107;5.573;265;0;37.967;0;157;17.961;17.551;24.626;15.722;9.975;662;1;86.655
;03:1,51 a 2,00;0;2;2.714;4.163;7.036;4.582;2.730;173;0;21.400;0;1;999;1.595;3.275;3.542;2.491;137;0;12.040;0;3;3.713;5.758;10.311;8.124;5.221;310;0;33.440
;04:2,01 a 3,00;0;1;1.680;2.708;6.131;5.259;3.561;412;0;19.752;0;0;654;1.368;3.608;5.696;5.304;286;1;16.917;0;1;2.334;4.076;9.739;10.955;8.865;698;1;36.669
;05:3,01 a 4,00;0;0;757;1.609;3.504;2.620;1.491;96;1;10.078;0;0;304;999;2.311;2.496;1.708;89;0;7.907;0;0;1.061;2.608;5.815;5.116;3.199;185;1;17.985
;06:4,01 a 5,00;0;0;376;1.090;3.361;3.875;2.450;157;0;11.309;0;0;131;422;1.585;2.787;2.409;128;0;7.462;0;0;507;1.512;4.946;6.662;4.859;285;0;18.771
;07:5,01 a 7,00;0;0;221;761;1.917;2.790;2.179;178;0;8.046;0;0;110;432;1.066;1.979;2.359;134;0;6.080;0;0;331;1.193;2.983;4.769;4.538;312;0;14.126
;08:7,01 a 10,00;0;1;114;509;1.188;1.633;1.295;69;0;4.809;0;2;47;218;735;1.238;1.057;38;0;3.335;0;3;161;727;1.923;2.871;2.352;107;0;8.144
;09:10,01 a 15,00;0;1;43;290;888;1.244;975;74;0;3.515;0;0;23;154;392;828;735;31;0;2.163;0;1;66;444;1.280;2.072;1.710;105;0;5.678
;10:15,01 a 20,00;0;0;23;135;583;639;412;29;0;1.821;0;0;16;77;240;237;143;12;0;725;0;0;39;212;823;876;555;41;0;2.546
;11:Mais de 20,00;0;0;17;74;528;871;837;76;0;2.403;0;0;17;65;323;370;248;22;0;1.045;0;0;34;139;851;1.241;1.085;98;0;3.448
;{ñ class};0;0;38;78;249;266;222;10;0;863;0;1;16;19;85;121;85;3;0;330;0;1;54;97;334;387;307;13;0;1.193
221100:Terezina - PI;Total;13;364;14.313;18.002;32.141;25.694;18.573;1.475;2;110.577;11;247;7.854;11.660;22.546;24.736;15.782;794;3;83.633;24;611;22.167;29.662;54.687;50.430;34.355;2.269;5;194.210
;00:Até 0,50;4;94;140;78;162;125;66;2;0;671;6;66;55;62;91;74;36;1;0;391;10;160;195;140;253;199;102;3;0;1.062
;01:0,51 a 1,00;9;164;1.479;1.283;1.780;975;487;22;0;6.199;5;132;720;757;1.174;696;251;11;0;3.746;14;296;2.199;2.040;2.954;1.671;738;33;0;9.945
;02:1,01 a 1,50;0;101;10.077;10.339;14.126;7.452;4.233;390;0;46.718;0;45;5.676;6.737;10.866;6.745;3.639;200;1;33.909;0;146;15.753;17.076;24.992;14.197;7.872;590;1;80.627
;03:1,51 a 2,00;0;3;1.478;2.636;4.807;3.704;2.322;207;0;15.157;0;2;681;1.299;2.385;2.913;1.995;158;1;9.434;0;5;2.159;3.935;7.192;6.617;4.317;365;1;24.591
;04:2,01 a 3,00;0;2;726;2.037;4.375;3.774;2.510;205;0;13.629;0;2;474;1.609;3.652;4.177;2.622;151;0;12.687;0;4;1.200;3.646;8.027;7.951;5.132;356;0;26.316
;05:3,01 a 4,00;0;0;198;669;3.595;3.411;2.070;127;1;10.071;0;0;109;535;2.126;5.928;3.886;149;0;12.733;0;0;307;1.204;5.721;9.339;5.956;276;1;22.804
;06:4,01 a 5,00;0;0;78;259;717;1.471;1.323;131;0;3.979;0;0;58;209;648;1.323;1.048;48;0;3.334;0;0;136;468;1.365;2.794;2.371;179;0;7.313
;07:5,01 a 7,00;0;0;69;307;870;1.821;1.855;146;1;5.069;0;0;41;169;603;1.210;860;34;0;2.917;0;0;110;476;1.473;3.031;2.715;180;1;7.986
;08:7,01 a 10,00;0;0;26;154;626;1.194;1.520;103;0;3.623;0;0;12;102;351;765;661;23;0;1.914;0;0;38;256;977;1.959;2.181;126;0;5.537
;09:10,01 a 15,00;0;0;9;98;389;716;927;46;0;2.185;0;0;11;81;263;421;377;4;1;1.158;0;0;20;179;652;1.137;1.304;50;1;3.343
;10:15,01 a 20,00;0;0;7;52;287;410;455;25;0;1.236;0;0;3;44;151;223;169;4;0;594;0;0;10;96;438;633;624;29;0;1.830
;11:Mais de 20,00;0;0;1;42;267;490;655;54;0;1.509;0;0;3;31;178;215;208;7;0;642;0;0;4;73;445;705;863;61;0;2.151
;{ñ class};0;0;25;48;140;151;150;17;0;531;0;0;11;25;58;46;30;4;0;174;0;0;36;73;198;197;180;21;0;705
230440:Fortaleza - CE;Total;6;1.013;50.143;56.789;95.502;70.956;42.265;3.841;1;320.516;6;853;35.171;38.267;61.112;56.691;43.328;4.530;1;239.959;12;1.866;85.314;95.056;156.614;127.647;85.593;8.371;2;560.475
;00:Até 0,50;3;139;416;220;311;265;138;20;0;1.512;0;104;328;191;341;226;76;4;0;1.270;3;243;744;411;652;491;214;24;0;2.782
;01:0,51 a 1,00;2;610;6.909;4.159;5.136;2.729;1.133;45;0;20.723;5;568;5.265;2.927;3.959;2.291;750;38;0;15.803;7;1.178;12.174;7.086;9.095;5.020;1.883;83;0;36.526
;02:1,01 a 1,50;0;248;33.375;31.107;41.842;23.134;10.778;1.196;1;141.681;1;163;23.768;21.934;29.942;20.745;12.910;1.981;0;111.444;1;411;57.143;53.041;71.784;43.879;23.688;3.177;1;253.125
;03:1,51 a 2,00;1;8;4.993;8.583;16.263;11.762;5.996;415;0;48.021;0;10;2.955;4.608;7.566;6.482;4.341;493;0;26.455;1;18;7.948;13.191;23.829;18.244;10.337;908;0;74.476
;04:2,01 a 3,00;0;4;2.709;5.378;10.144;8.022;4.989;535;0;31.781;0;2;1.637;3.580;6.255;6.329;6.454;784;0;25.041;0;6;4.346;8.958;16.399;14.351;11.443;1.319;0;56.822
;05:3,01 a 4,00;0;0;795;3.399;9.910;6.353;2.922;313;0;23.692;0;1;592;2.002;4.378;4.528;4.010;325;0;15.836;0;1;1.387;5.401;14.288;10.881;6.932;638;0;39.528
;06:4,01 a 5,00;0;0;318;1.082;3.198;4.230;2.915;220;0;11.963;0;1;300;1.177;2.450;2.853;2.422;192;0;9.395;0;1;618;2.259;5.648;7.083;5.337;412;0;21.358
;07:5,01 a 7,00;0;0;275;1.101;2.738;4.853;3.996;280;0;13.243;0;0;163;781;2.362;5.750;5.755;355;0;15.166;0;0;438;1.882;5.100;10.603;9.751;635;0;28.409
;08:7,01 a 10,00;0;0;136;833;2.265;3.135;3.100;247;0;9.716;0;0;54;528;1.680;3.387;2.970;166;1;8.786;0;0;190;1.361;3.945;6.522;6.070;413;1;18.502
;09:10,01 a 15,00;0;0;57;411;1.473;2.352;2.210;188;0;6.691;0;0;21;277;912;1.667;1.558;81;0;4.516;0;0;78;688;2.385;4.019;3.768;269;0;11.207
;10:15,01 a 20,00;0;0;16;228;863;1.258;1.254;86;0;3.705;0;0;9;105;446;777;683;24;0;2.044;0;0;25;333;1.309;2.035;1.937;110;0;5.749
;11:Mais de 20,00;0;0;3;88;864;2.277;2.241;245;0;5.718;0;0;1;49;519;1.284;1.156;74;0;3.083;0;0;4;137;1.383;3.561;3.397;319;0;8.801
;{ñ class};0;4;141;200;495;586;593;51;0;2.070;0;4;78;108;302;372;243;13;0;1.120;0;8;219;308;797;958;836;64;0;3.190
240810:Natal - RN;Total;4;543;22.865;25.023;41.360;34.604;20.147;1.383;1;145.930;1;531;17.261;16.431;27.631;34.805;21.899;1.148;2;119.709;5;1.074;40.126;41.454;68.991;69.409;42.046;2.531;3;265.639
;00:Até 0,50;0;80;147;43;51;34;15;1;0;371;0;95;264;42;53;47;17;4;0;522;0;175;411;85;104;81;32;5;0;893
;01:0,51 a 1,00;4;224;1.900;771;1.008;634;331;32;0;4.904;1;251;2.595;882;1.120;879;467;41;2;6.238;5;475;4.495;1.653;2.128;1.513;798;73;2;11.142
;02:1,01 a 1,50;0;226;15.367;13.226;16.925;9.883;4.266;317;0;60.210;0;166;11.135;9.149;12.434;10.032;5.081;197;0;48.194;0;392;26.502;22.375;29.359;19.915;9.347;514;0;108.404
;03:1,51 a 2,00;0;9;2.840;4.036;6.351;4.810;2.756;279;0;21.081;0;16;2.061;2.577;4.118;4.339;2.470;158;0;15.739;0;25;4.901;6.613;10.469;9.149;5.226;437;0;36.820
;04:2,01 a 3,00;0;1;1.347;2.660;5.670;5.525;2.771;205;1;18.180;0;2;641;1.686;4.704;7.518;3.693;238;0;18.482;0;3;1.988;4.346;10.374;13.043;6.464;443;1;36.662
;05:3,01 a 4,00;0;1;805;2.486;5.796;4.354;1.979;138;0;15.559;0;0;233;779;1.753;4.583;3.177;170;0;10.695;0;1;1.038;3.265;7.549;8.937;5.156;308;0;26.254
;06:4,01 a 5,00;0;0;131;500;1.493;2.409;1.778;95;0;6.406;0;0;79;381;891;2.238;2.304;114;0;6.007;0;0;210;881;2.384;4.647;4.082;209;0;12.413
;07:5,01 a 7,00;0;0;114;505;1.196;2.061;1.640;83;0;5.599;0;1;72;386;899;1.851;1.703;96;0;5.008;0;1;186;891;2.095;3.912;3.343;179;0;10.607
;08:7,01 a 10,00;0;0;72;315;1.012;1.529;1.414;79;0;4.421;0;0;46;222;634;1.158;1.177;52;0;3.289;0;0;118;537;1.646;2.687;2.591;131;0;7.710
;09:10,01 a 15,00;0;0;45;225;691;1.342;1.311;50;0;3.664;0;0;38;143;409;1.126;917;31;0;2.664;0;0;83;368;1.100;2.468;2.228;81;0;6.328
;10:15,01 a 20,00;0;0;15;111;450;602;674;36;0;1.888;0;0;8;62;146;400;421;12;0;1.049;0;0;23;173;596;1.002;1.095;48;0;2.937
;11:Mais de 20,00;0;0;5;68;515;1.177;988;51;0;2.804;0;0;1;49;296;447;348;17;0;1.158;0;0;6;117;811;1.624;1.336;68;0;3.962
;{ñ class};0;2;77;77;202;244;224;17;0;843;0;0;88;73;174;187;124;18;0;664;0;2;165;150;376;431;348;35;0;1.507
250750:João Pessoa - PB;Total;0;145;14.630;19.459;34.740;32.395;20.193;1.609;0;123.171;0;136;8.172;11.396;21.439;29.816;24.975;1.459;0;97.393;0;281;22.802;30.855;56.179;62.211;45.168;3.068;0;220.564
;00:Até 0,50;0;3;43;70;95;46;29;3;0;289;0;1;15;48;88;56;38;1;0;247;0;4;58;118;183;102;67;4;0;536
;01:0,51 a 1,00;0;63;1.220;1.307;2.345;2.022;1.287;147;0;8.391;0;79;1.052;1.423;3.036;3.584;2.372;162;0;11.708;0;142;2.272;2.730;5.381;5.606;3.659;309;0;20.099
;02:1,01 a 1,50;0;76;10.035;10.398;15.033;9.742;4.843;331;0;50.458;0;54;5.548;6.086;9.836;9.119;6.413;322;0;37.378;0;130;15.583;16.484;24.869;18.861;11.256;653;0;87.836
;03:1,51 a 2,00;0;1;1.913;3.457;5.975;4.079;2.254;190;0;17.869;0;1;824;1.542;2.735;3.763;2.753;187;0;11.805;0;2;2.737;4.999;8.710;7.842;5.007;377;0;29.674
;04:2,01 a 3,00;0;0;880;2.297;5.718;6.764;3.397;253;0;19.309;0;1;391;1.032;2.163;6.017;5.909;353;0;15.866;0;1;1.271;3.329;7.881;12.781;9.306;606;0;35.175
;05:3,01 a 4,00;0;1;227;740;1.864;2.543;1.585;134;0;7.094;0;0;163;454;983;2.283;2.535;140;0;6.558;0;1;390;1.194;2.847;4.826;4.120;274;0;13.652
;06:4,01 a 5,00;0;1;96;309;776;1.744;1.279;113;0;4.318;0;0;59;211;642;1.045;1.034;64;0;3.055;0;1;155;520;1.418;2.789;2.313;177;0;7.373
;07:5,01 a 7,00;0;0;111;378;1.083;1.945;1.540;123;0;5.180;0;0;74;309;884;1.477;1.270;81;0;4.095;0;0;185;687;1.967;3.422;2.810;204;0;9.275
;08:7,01 a 10,00;0;0;46;225;687;1.246;1.436;120;0;3.760;0;0;21;141;403;1.050;1.266;68;0;2.949;0;0;67;366;1.090;2.296;2.702;188;0;6.709
;09:10,01 a 15,00;0;0;20;104;348;706;973;79;0;2.230;0;0;4;62;232;573;703;39;0;1.613;0;0;24;166;580;1.279;1.676;118;0;3.843
;10:15,01 a 20,00;0;0;12;96;326;605;649;49;0;1.737;0;0;10;53;173;290;303;17;0;846;0;0;22;149;499;895;952;66;0;2.583
;11:Mais de 20,00;0;0;2;22;325;798;785;58;0;1.990;0;0;0;13;182;442;269;15;0;921;0;0;2;35;507;1.240;1.054;73;0;2.911
;{ñ class};0;0;25;56;165;155;136;9;0;546;0;0;11;22;82;117;110;10;0;352;0;0;36;78;247;272;246;19;0;898
261160:Recife - PE;Total;7;482;36.535;50.920;95.072;79.230;45.557;2.978;2;310.783;9;507;27.677;35.831;63.617;60.891;37.292;2.014;1;227.839;16;989;64.212;86.751;158.689;140.121;82.849;4.992;3;538.622
;00:Até 0,50;1;19;135;62;131;170;169;13;0;700;0;30;103;61;136;288;269;27;0;914;1;49;238;123;267;458;438;40;0;1.614
;01:0,51 a 1,00;6;314;2.231;1.387;2.182;1.275;925;74;0;8.394;9;332;2.572;1.323;1.858;1.353;822;49;1;8.319;15;646;4.803;2.710;4.040;2.628;1.747;123;1;16.713
;02:1,01 a 1,50;0;140;23.240;24.521;34.760;18.876;8.516;595;2;110.650;0;135;18.029;17.260;24.438;16.055;8.140;470;0;84.527;0;275;41.269;41.781;59.198;34.931;16.656;1.065;2;195.177
;03:1,51 a 2,00;0;5;5.023;8.781;17.828;12.136;6.643;415;0;50.831;0;6;3.289;5.399;10.529;8.393;4.609;286;0;32.511;0;11;8.312;14.180;28.357;20.529;11.252;701;0;83.342
;04:2,01 a 3,00;0;2;3.539;7.902;16.180;11.305;6.010;365;0;45.303;0;1;2.140;5.640;10.464;9.612;5.298;288;0;33.443;0;3;5.679;13.542;26.644;20.917;11.308;653;0;78.746
;05:3,01 a 4,00;0;0;980;2.841;8.076;12.198;4.373;234;0;28.702;0;1;658;2.440;5.373;8.063;4.554;223;0;21.312;0;1;1.638;5.281;13.449;20.261;8.927;457;0;50.014
;06:4,01 a 5,00;0;0;457;1.357;3.649;5.992;3.333;200;0;14.988;0;0;342;1.091;2.824;5.094;3.157;110;0;12.618;0;0;799;2.448;6.473;11.086;6.490;310;0;27.606
;07:5,01 a 7,00;0;0;377;1.620;3.869;5.787;4.729;285;0;16.667;0;1;253;1.185;3.025;4.989;4.012;197;0;13.662;0;1;630;2.805;6.894;10.776;8.741;482;0;30.329
;08:7,01 a 10,00;0;0;198;1.169;2.902;3.702;3.719;241;0;11.931;0;0;122;782;2.171;3.037;2.927;140;0;9.179;0;0;320;1.951;5.073;6.739;6.646;381;0;21.110
;09:10,01 a 15,00;0;0;73;618;2.135;2.736;2.437;189;0;8.188;0;0;57;352;1.189;1.642;1.465;81;0;4.786;0;0;130;970;3.324;4.378;3.902;270;0;12.974
;10:15,01 a 20,00;0;0;20;217;1.136;1.423;1.376;104;0;4.276;0;0;13;128;609;825;735;52;0;2.362;0;0;33;345;1.745;2.248;2.111;156;0;6.638
;11:Mais de 20,00;0;0;8;105;1.194;2.312;2.243;159;0;6.021;0;0;0;84;725;1.151;918;58;0;2.936;0;0;8;189;1.919;3.463;3.161;217;0;8.957
;{ñ class};0;2;254;340;1.030;1.318;1.084;104;0;4.132;0;1;99;86;276;389;386;33;0;1.270;0;3;353;426;1.306;1.707;1.470;137;0;5.402
